jobs,salary_in_usd,experience_level,employment_type,work_setting,company_location,company_size
Data Analysis,85000,Senior,Full-time,Remote,United States,M
Leadership and Management,145000,Senior,Full-time,In-person,United States,M
Leadership and Management,120000,Senior,Full-time,In-person,United States,M
Data Analysis,120350,Senior,Full-time,Remote,United States,M
Data Analysis,74400,Senior,Full-time,Remote,United States,M
Data Analysis,158494,Senior,Full-time,Remote,United States,M
Data Analysis,88052,Senior,Full-time,Remote,United States,M
Leadership and Management,181500,Senior,Full-time,In-person,United States,M
Leadership and Management,127000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,300000,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,260000,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,225300,Senior,Full-time,In-person,United States,M
Machine Learning and AI,197400,Senior,Full-time,In-person,United States,M
Data Engineering,205500,Senior,Full-time,In-person,United States,M
Data Engineering,128500,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,191600,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,125600,Senior,Full-time,In-person,United States,M
Data Science and Research,130410,Mid-level,Full-time,In-person,United States,M
Data Science and Research,92000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,183900,Senior,Full-time,In-person,United States,M
Data Science and Research,108800,Senior,Full-time,In-person,United States,M
Machine Learning and AI,275000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,121200,Senior,Full-time,In-person,United States,M
Data Science and Research,231250,Senior,Full-time,In-person,United States,M
Data Science and Research,111000,Senior,Full-time,In-person,United States,M
Data Engineering,300000,Senior,Full-time,In-person,United States,M
Data Engineering,130000,Senior,Full-time,In-person,United States,M
Data Engineering,210500,Mid-level,Full-time,In-person,United States,M
Data Engineering,105300,Mid-level,Full-time,In-person,United States,M
Data Engineering,158400,Mid-level,Full-time,In-person,United States,M
Data Engineering,85800,Mid-level,Full-time,In-person,United States,M
Data Analysis,134200,Senior,Full-time,In-person,United States,M
Data Analysis,103200,Senior,Full-time,In-person,United States,M
Data Analysis,85000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,220000,Senior,Full-time,In-person,United States,M
Data Science and Research,160000,Senior,Full-time,In-person,United States,M
Data Analysis,95000,Senior,Full-time,Remote,United States,M
Data Analysis,95400,Mid-level,Full-time,Remote,United States,M
Data Analysis,57800,Mid-level,Full-time,Remote,United States,M
Data Science and Research,86000,Mid-level,Full-time,In-person,United States,M
Data Analysis,125000,Executive,Full-time,In-person,United States,M
Data Analysis,87500,Executive,Full-time,In-person,United States,M
Machine Learning and AI,170000,Senior,Full-time,In-person,United States,M
Data Engineering,133200,Senior,Full-time,Remote,United States,M
Data Engineering,84000,Senior,Full-time,Remote,United States,M
Data Analysis,171000,Senior,Full-time,In-person,United States,M
Data Analysis,93000,Senior,Full-time,In-person,United States,M
Leadership and Management,216450,Senior,Full-time,In-person,United States,M
Leadership and Management,123750,Senior,Full-time,In-person,United States,M
Data Science and Research,212800,Senior,Full-time,In-person,United States,L
Data Science and Research,124100,Senior,Full-time,In-person,United States,L
Data Science and Research,205000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,166000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,231650,Senior,Full-time,In-person,United States,M
Data Science and Research,189100,Senior,Full-time,In-person,United States,M
Data Engineering,266875,Senior,Full-time,In-person,United States,M
Data Engineering,128250,Senior,Full-time,In-person,United States,M
Data Engineering,158600,Mid-level,Full-time,Remote,United States,M
Data Engineering,115300,Mid-level,Full-time,Remote,United States,M
Data Engineering,225300,Senior,Full-time,In-person,United States,M
Data Engineering,197400,Senior,Full-time,In-person,United States,M
Data Analysis,109900,Entry-level,Full-time,In-person,United States,M
Data Analysis,61200,Entry-level,Full-time,In-person,United States,M
Data Engineering,161000,Senior,Full-time,Remote,United States,M
Data Engineering,75000,Senior,Full-time,Remote,United States,M
Data Analysis,166000,Mid-level,Full-time,In-person,United States,M
Data Analysis,73100,Mid-level,Full-time,In-person,United States,M
Data Science and Research,138510,Mid-level,Full-time,In-person,United States,M
Data Science and Research,95490,Mid-level,Full-time,In-person,United States,M
Data Analysis,150000,Mid-level,Full-time,Remote,United States,M
Data Analysis,110000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,232200,Senior,Full-time,In-person,United States,M
Data Science and Research,133300,Senior,Full-time,In-person,United States,M
Leadership and Management,178250,Senior,Full-time,In-person,United States,M
Leadership and Management,110500,Senior,Full-time,In-person,United States,M
Machine Learning and AI,190000,Senior,Full-time,In-person,United States,M
Data Science and Research,216000,Senior,Full-time,Remote,United States,M
Data Science and Research,184000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,230000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,196000,Senior,Full-time,In-person,United States,M
BI and Visualization,165600,Mid-level,Full-time,In-person,United States,L
BI and Visualization,65800,Mid-level,Full-time,In-person,United States,L
Data Engineering,186000,Senior,Full-time,In-person,United States,M
Data Engineering,81800,Senior,Full-time,In-person,United States,M
Data Analysis,135000,Senior,Full-time,In-person,United States,M
Data Analysis,82500,Senior,Full-time,In-person,United States,M
Data Engineering,247250,Senior,Full-time,In-person,United States,M
Machine Learning and AI,169000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,105500,Senior,Full-time,In-person,United States,M
Data Science and Research,195800,Senior,Full-time,In-person,United States,M
Data Science and Research,161900,Senior,Full-time,In-person,United States,M
BI and Visualization,108500,Senior,Full-time,Remote,United States,M
BI and Visualization,78800,Senior,Full-time,Remote,United States,M
BI and Visualization,160000,Mid-level,Full-time,Remote,United States,M
BI and Visualization,110000,Mid-level,Full-time,Remote,United States,M
Data Analysis,87500,Mid-level,Full-time,Remote,United States,M
Data Engineering,135000,Executive,Full-time,In-person,United States,M
Data Engineering,100000,Executive,Full-time,In-person,United States,M
Leadership and Management,289800,Senior,Full-time,In-person,United States,M
Leadership and Management,214200,Senior,Full-time,In-person,United States,M
Data Engineering,167500,Mid-level,Full-time,In-person,United States,M
Data Engineering,106500,Mid-level,Full-time,In-person,United States,M
Data Science and Research,146000,Senior,Full-time,In-person,United States,M
Data Engineering,128000,Senior,Full-time,In-person,United States,M
Data Engineering,81500,Senior,Full-time,In-person,United States,M
Leadership and Management,175000,Senior,Full-time,Remote,United States,M
Leadership and Management,160000,Senior,Full-time,Remote,United States,M
Data Management and Strategy,240000,Entry-level,Full-time,Remote,United States,M
Data Management and Strategy,100000,Entry-level,Full-time,Remote,United States,M
Data Science and Research,180000,Senior,Full-time,In-person,United States,M
Data Science and Research,249300,Mid-level,Full-time,In-person,United States,L
Data Science and Research,149300,Mid-level,Full-time,In-person,United States,L
Data Engineering,190000,Senior,Full-time,Remote,United States,M
Data Engineering,160000,Senior,Full-time,Remote,United States,M
Data Science and Research,248100,Senior,Full-time,In-person,United States,M
Data Science and Research,145900,Senior,Full-time,In-person,United States,M
Data Science and Research,170200,Senior,Full-time,In-person,United States,M
Data Science and Research,83900,Senior,Full-time,In-person,United States,M
Data Science and Research,94100,Senior,Full-time,In-person,United States,M
Machine Learning and AI,226600,Senior,Full-time,In-person,United States,M
Machine Learning and AI,140100,Senior,Full-time,In-person,United States,M
Data Analysis,156000,Senior,Full-time,In-person,United States,M
Data Analysis,124000,Senior,Full-time,In-person,United States,M
Data Engineering,132600,Senior,Full-time,In-person,United States,M
Data Science and Research,308000,Senior,Full-time,In-person,United States,M
Data Science and Research,190400,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,155000,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,136000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,214500,Senior,Full-time,In-person,United States,M
Machine Learning and AI,132600,Senior,Full-time,In-person,United States,M
Data Analysis,111000,Mid-level,Full-time,In-person,United States,M
Data Analysis,104000,Mid-level,Full-time,In-person,United States,M
Data Engineering,85000,Mid-level,Full-time,In-person,United States,M
Data Engineering,75000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,180250,Senior,Full-time,Remote,United States,M
Data Science and Research,118000,Senior,Full-time,Remote,United States,M
Data Science and Research,111600,Senior,Full-time,In-person,United States,L
Data Analysis,157500,Senior,Full-time,Remote,United States,M
Data Analysis,132500,Senior,Full-time,Remote,United States,M
Data Analysis,75000,Mid-level,Full-time,In-person,United States,M
Data Analysis,93918,Senior,Full-time,In-person,United States,M
Data Analysis,51962,Senior,Full-time,In-person,United States,M
BI and Visualization,171000,Senior,Full-time,Remote,United States,M
BI and Visualization,152000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,223600,Senior,Full-time,In-person,United States,L
Machine Learning and AI,115000,Senior,Full-time,In-person,United States,L
BI and Visualization,140000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,130900,Mid-level,Full-time,In-person,United States,M
Data Science and Research,72700,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,144000,Senior,Full-time,In-person,United States,M
BI and Visualization,180000,Senior,Full-time,Remote,United States,M
BI and Visualization,118200,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,221800,Senior,Full-time,Remote,United States,M
Data Analysis,73000,Senior,Full-time,In-person,United States,M
Data Engineering,156600,Senior,Full-time,Remote,United States,M
Data Engineering,137200,Senior,Full-time,Remote,United States,M
Data Analysis,149000,Mid-level,Full-time,In-person,United States,M
Data Analysis,65300,Mid-level,Full-time,In-person,United States,M
Data Engineering,187000,Mid-level,Full-time,Remote,United States,M
Data Engineering,180000,Mid-level,Full-time,Remote,United States,M
Data Analysis,119636,Senior,Full-time,In-person,United States,M
Data Analysis,70374,Senior,Full-time,In-person,United States,M
Data Analysis,105000,Senior,Full-time,Remote,United States,M
Data Analysis,67000,Senior,Full-time,Remote,United States,M
Data Analysis,102000,Senior,Full-time,Remote,United States,M
Data Analysis,94770,Senior,Full-time,Remote,United States,M
Data Science and Research,133000,Entry-level,Full-time,In-person,United States,M
Data Science and Research,58400,Entry-level,Full-time,In-person,United States,M
Leadership and Management,169900,Senior,Full-time,Remote,United States,M
